source,mmdd,month,day,abundance,description
311_dhs,12-11,December,11,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,12-12,December,12,Low,Number of NYC Ferry boardings
311_noise_street,12-12,December,12,Very Low,Number of street and sidewalk noise complaints to 311
311_dhs,12-12,December,12,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_heat_hotwater,12-12,December,12,Very High,Number of heat and hot water complaints to 311
311_street_condition,12-12,December,12,High,Number of street condition complaints to 311
311_unsanitary,12-12,December,12,Medium,Number of unsanitary condition complaints to 311
arrests,12-12,December,12,High,Number of NYPD arrests
dog_bites,12-12,December,12,Very Low,Number of dog bite incidents reported to DOHMH
arrests,12-13,December,13,Medium,Number of NYPD arrests
311_noise_street,12-13,December,13,Very Low,Number of street and sidewalk noise complaints to 311
311_heat_hotwater,12-13,December,13,Very High,Number of heat and hot water complaints to 311
311_dhs,12-13,December,13,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_unsanitary,12-13,December,13,Medium,Number of unsanitary condition complaints to 311
ferry_ridership,12-13,December,13,Low,Number of NYC Ferry boardings
dog_bites,12-13,December,13,Very Low,Number of dog bite incidents reported to DOHMH
311_street_condition,12-13,December,13,Very Low,Number of street condition complaints to 311
311_street_condition,12-14,December,14,Very Low,Number of street condition complaints to 311
311_dhs,12-14,December,14,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
ferry_ridership,12-14,December,14,Very Low,Number of NYC Ferry boardings
311_unsanitary,12-14,December,14,Very Low,Number of unsanitary condition complaints to 311
311_noise_street,12-14,December,14,Low,Number of street and sidewalk noise complaints to 311
311_heat_hotwater,12-14,December,14,Very High,Number of heat and hot water complaints to 311
dog_bites,12-14,December,14,Very Low,Number of dog bite incidents reported to DOHMH
arrests,12-14,December,14,Very Low,Number of NYPD arrests
311_heat_hotwater,12-15,December,15,Very High,Number of heat and hot water complaints to 311
311_street_condition,12-15,December,15,High,Number of street condition complaints to 311
311_noise_street,12-15,December,15,Low,Number of street and sidewalk noise complaints to 311
311_dhs,12-15,December,15,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
arrests,12-15,December,15,Very Low,Number of NYPD arrests
dog_bites,12-15,December,15,Very Low,Number of dog bite incidents reported to DOHMH
311_unsanitary,12-15,December,15,Low,Number of unsanitary condition complaints to 311
ferry_ridership,12-15,December,15,Very Low,Number of NYC Ferry boardings
watershed_wq_temperature,12-16,December,16,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
ferry_ridership,12-16,December,16,Very Low,Number of NYC Ferry boardings
311_heat_hotwater,12-16,December,16,Very High,Number of heat and hot water complaints to 311
watershed_wq_dissolved_oxygen,12-16,December,16,High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,12-16,December,16,Very Low,Number of street and sidewalk noise complaints to 311
311_street_condition,12-16,December,16,Very High,Number of street condition complaints to 311
dog_bites,12-16,December,16,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_turbidity,12-16,December,16,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
arrests,12-16,December,16,Very Low,Number of NYPD arrests
311_unsanitary,12-16,December,16,Very High,Number of unsanitary condition complaints to 311
311_dhs,12-16,December,16,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_ph,12-16,December,16,Low,Daily median pH (SU) across NYC DEP watershed reservoirs
311_noise_street,12-17,December,17,Low,Number of street and sidewalk noise complaints to 311
ferry_ridership,12-17,December,17,Medium,Number of NYC Ferry boardings
arrests,12-17,December,17,Very High,Number of NYPD arrests
watershed_wq_turbidity,12-17,December,17,Very High,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_ph,12-17,December,17,Medium,Daily median pH (SU) across NYC DEP watershed reservoirs
311_street_condition,12-17,December,17,High,Number of street condition complaints to 311
watershed_wq_dissolved_oxygen,12-17,December,17,High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
watershed_wq_temperature,12-17,December,17,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_heat_hotwater,12-17,December,17,High,Number of heat and hot water complaints to 311
watershed_wq_total_plankton,12-17,December,17,Very Low,Daily median total plankton (ASU/mL) across NYC DEP watershed reservoirs
311_dhs,12-17,December,17,Medium,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_fecal_coliform,12-17,December,17,Very High,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
311_unsanitary,12-17,December,17,Medium,Number of unsanitary condition complaints to 311
dog_bites,12-17,December,17,Very Low,Number of dog bite incidents reported to DOHMH
dog_bites,12-18,December,18,Medium,Number of dog bite incidents reported to DOHMH
311_heat_hotwater,12-18,December,18,High,Number of heat and hot water complaints to 311
311_dhs,12-18,December,18,Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
311_street_condition,12-18,December,18,Very High,Number of street condition complaints to 311
watershed_wq_fecal_coliform,12-18,December,18,Very High,Daily median fecal coliform (CFU/100mL) across NYC DEP watershed reservoirs
arrests,12-18,December,18,High,Number of NYPD arrests
watershed_wq_ph,12-18,December,18,High,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_turbidity,12-18,December,18,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_temperature,12-18,December,18,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
ferry_ridership,12-18,December,18,Low,Number of NYC Ferry boardings
watershed_wq_dissolved_oxygen,12-18,December,18,Very High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
311_noise_street,12-18,December,18,Low,Number of street and sidewalk noise complaints to 311
311_unsanitary,12-18,December,18,Low,Number of unsanitary condition complaints to 311
311_unsanitary,12-19,December,19,Low,Number of unsanitary condition complaints to 311
311_heat_hotwater,12-19,December,19,Very High,Number of heat and hot water complaints to 311
dog_bites,12-19,December,19,Very Low,Number of dog bite incidents reported to DOHMH
watershed_wq_ph,12-19,December,19,Very Low,Daily median pH (SU) across NYC DEP watershed reservoirs
watershed_wq_turbidity,12-19,December,19,Medium,Daily median turbidity (NTU) across NYC DEP watershed reservoirs
watershed_wq_dissolved_oxygen,12-19,December,19,High,Daily median dissolved oxygen (mg/L) across NYC DEP watershed reservoirs
ferry_ridership,12-19,December,19,Low,Number of NYC Ferry boardings
311_street_condition,12-19,December,19,High,Number of street condition complaints to 311
311_dhs,12-19,December,19,Very Low,Number of 311 service requests handled by the Department of Homeless Services (DHS)
watershed_wq_temperature,12-19,December,19,Very Low,Daily median water temperature (°C) across NYC DEP watershed reservoirs
311_noise_street,12-19,December,19,Very Low,Number of street and sidewalk noise complaints to 311
arrests,12-19,December,19,High,Number of NYPD arrests
arrests,12-20,December,20,Low,Number of NYPD arrests
dog_bites,12-20,December,20,Medium,Number of dog bite incidents reported to DOHMH
311_unsanitary,12-20,December,20,Low,Number of unsanitary condition complaints to 311
